"Survey","nEPIVaccinations_1","nEPIVaccinations_2","nEPIVaccinations_3","nEPIVaccinations_4","nEPIVaccinations_5","nEPIVaccinations_6","nEPIVaccinations_7","nEPIVaccinations_8","nMassVaccinations_1","nMassVaccinations_2","nMassVaccinations_3","nMassVaccinations_4","nMassVaccinations_5","nMassVaccinations_6","nMassVaccinations_7","nMassVaccinations_8","Incidence"
2555,0,0,42,0,38,0,0,0,0,0,0,0,0,0,0,0,13.1289673324044
2556,0,0,43,0,41,0,0,0,0,0,0,0,0,0,0,0,13.3457191515715
2557,0,0,43,0,41,0,0,0,0,0,0,0,0,0,0,0,12.1690664189503
2558,0,0,45,0,43,0,0,0,0,0,0,0,0,0,0,0,13.5934355163338
2559,0,0,45,0,35,0,0,0,0,0,0,0,0,0,0,0,13.1289673324044
2560,0,0,45,0,41,0,0,0,0,0,0,0,0,0,0,0,13.2214515729502
2561,0,0,47,0,41,0,0,0,0,0,0,0,0,0,0,0,12.695070596978
2562,0,0,45,0,40,0,0,0,0,0,0,0,0,0,0,0,13.3453059202378
2563,0,0,46,0,41,0,0,0,0,0,0,0,0,0,0,0,12.4473619024028
2564,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,12.7883573308562
2565,0,0,44,0,36,0,0,0,0,0,0,0,0,0,0,0,12.6025700572844
2566,0,0,45,0,40,0,0,0,0,0,0,0,0,0,0,0,11.8903855085927
2567,0,0,44,0,41,0,0,0,0,0,0,0,0,0,0,0,13.0356700520188
2568,0,0,44,0,34,0,0,0,0,0,0,0,0,0,0,0,12.4787118749032
2569,0,0,39,0,39,0,0,0,0,0,0,0,0,0,0,0,12.664499148475
2570,0,0,43,0,39,0,0,0,0,0,0,0,0,0,0,0,13.4691602675254
2571,0,0,46,0,39,0,0,0,0,0,0,0,0,0,0,0,13.0047064651969
2572,0,0,46,0,43,0,0,0,0,0,0,0,0,0,0,0,13.2214515729502
2573,0,0,47,0,37,0,0,0,0,0,0,0,0,0,0,0,12.3544711419371
2574,0,0,44,0,41,0,0,0,0,0,0,0,0,0,0,0,13.0356700520188
2575,0,0,48,0,43,0,0,0,0,0,0,0,0,0,0,0,12.6021798365123
2576,0,0,46,0,41,0,0,0,0,0,0,0,0,0,0,0,12.1067624473619
2577,0,0,45,0,39,0,0,0,0,0,0,0,0,0,0,0,13.1599318779997
2578,0,0,43,0,40,0,0,0,0,0,0,0,0,0,0,0,13.407648242762
2579,0,0,49,0,36,0,0,0,0,0,0,0,0,0,0,0,13.2837900603809
2580,0,0,42,0,38,0,0,0,0,0,0,0,0,0,0,0,13.4695773339526
2581,0,0,42,0,40,0,0,0,0,0,0,0,0,0,0,0,12.664499148475
2582,0,0,44,0,34,0,0,0,0,0,0,0,0,0,0,0,13.5001238543473
2583,0,0,43,0,39,0,0,0,0,0,0,0,0,0,0,0,13.004303805307
2584,0,0,43,0,37,0,0,0,0,0,0,0,0,0,0,0,12.4783254892247
2585,0,0,39,0,41,0,0,0,0,0,0,0,0,0,0,0,11.6113450582115
2586,0,0,40,0,36,0,0,0,0,0,0,0,0,0,0,0,12.2925439682933
2587,0,0,45,0,40,0,0,0,0,0,0,0,0,0,0,0,13.3762695070597
2588,0,0,45,0,43,0,0,0,0,0,0,0,0,0,0,0,12.8193218764515
2589,0,0,47,0,42,0,0,0,0,0,0,0,0,0,0,0,12.881250967642
2590,0,0,46,0,40,0,0,0,0,0,0,0,0,0,0,0,12.6954636940703
2591,0,0,44,0,39,0,0,0,0,0,0,0,0,0,0,0,13.5005418795479
2592,0,0,43,0,37,0,0,0,0,0,0,0,0,0,0,0,12.7883573308562
2593,0,0,44,0,41,0,0,0,0,0,0,0,0,0,0,0,12.5406409660938
2594,0,0,46,0,40,0,0,0,0,0,0,0,0,0,0,0,14.0574684171414
2595,0,0,43,0,36,0,0,0,0,0,0,0,0,0,0,0,12.6021798365123
2596,0,0,48,0,41,0,0,0,0,0,0,0,0,0,0,0,14.0884320039633
2597,0,0,45,0,40,0,0,0,0,0,0,0,0,0,0,0,12.4783254892247
2598,0,0,45,0,41,0,0,0,0,0,0,0,0,0,0,0,12.695070596978
2599,0,0,45,0,38,0,0,0,0,0,0,0,0,0,0,0,12.3235075551152
2600,0,0,45,0,37,0,0,0,0,0,0,0,0,0,0,0,13.1289673324044
2601,0,0,47,0,41,0,0,0,0,0,0,0,0,0,0,0,12.5096764204985
2602,0,0,41,0,38,0,0,0,0,0,0,0,0,0,0,0,13.407648242762
2603,0,0,41,0,40,0,0,0,0,0,0,0,0,0,0,0,13.0360736956185
2604,0,0,41,0,41,0,0,0,0,0,0,0,0,0,0,0,11.8284564174021
2605,0,0,46,0,38,0,0,0,0,0,0,0,0,0,0,0,12.9741446044279
2606,0,0,43,0,36,0,0,0,0,0,0,0,0,0,0,0,13.283378746594
2607,0,0,43,0,38,0,0,0,0,0,0,0,0,0,0,0,13.7478325489225
2608,0,0,41,0,43,0,0,0,0,0,0,0,0,0,0,0,12.6641070101561
2609,0,0,43,0,37,0,0,0,0,0,0,0,0,0,0,0,12.6025700572844
2610,0,0,46,0,42,0,0,0,0,0,0,0,0,0,0,0,12.6954636940703
2611,0,0,46,0,40,0,0,0,0,0,0,0,0,0,0,0,13.0670382412138
2612,0,0,43,0,40,0,0,0,0,0,0,0,0,0,0,0,12.0761727821644
2613,0,0,44,0,42,0,0,0,0,0,0,0,0,0,0,0,13.5934355163338
2614,0,0,44,0,40,0,0,0,0,0,0,0,0,0,0,0,13.1289673324044
2615,0,0,46,0,42,0,0,0,0,0,0,0,0,0,0,0,13.2214515729502
2616,0,0,45,0,39,0,0,0,0,0,0,0,0,0,0,0,12.2925439682933
2617,0,0,44,0,39,0,0,0,0,0,0,0,0,0,0,0,12.6641070101561
2618,0,0,46,0,38,0,0,0,0,0,0,0,0,0,0,0,12.6641070101561
2619,0,0,41,0,39,0,0,0,0,0,0,0,0,0,0,0,13.4691602675254
2620,0,0,45,0,39,0,0,0,0,0,0,0,0,0,0,0,12.1996532078276
2621,0,0,43,0,42,0,0,0,0,0,0,0,0,0,0,0,12.881250967642
2622,0,0,46,0,40,0,0,0,0,0,0,0,0,0,0,0,13.2837900603809
2623,0,0,42,0,39,0,0,0,0,0,0,0,0,0,0,0,12.5402526628685
2624,0,0,41,0,40,0,0,0,0,0,0,0,0,0,0,0,12.2306167946495
2625,0,0,43,0,37,0,0,0,0,0,0,0,0,0,0,0,13.5620510279911
2626,0,0,46,0,39,0,0,0,0,0,0,0,0,0,0,0,12.8808521179093
2627,0,0,43,0,40,0,0,0,0,0,0,0,0,0,0,0,12.4163983155809
2628,0,0,46,0,40,0,0,0,0,0,0,0,0,0,0,0,13.5315064251432
2629,0,0,42,0,40,0,0,0,0,0,0,0,0,0,0,0,13.0051091500232
2630,0,0,46,0,39,0,0,0,0,0,0,0,0,0,0,0,13.0670382412138
2631,0,0,42,0,37,0,0,0,0,0,0,0,0,0,0,0,13.2837900603809
2632,0,0,46,0,43,0,0,0,0,0,0,0,0,0,0,0,12.1996532078276
2633,0,0,42,0,40,0,0,0,0,0,0,0,0,0,0,0,12.4163983155809
2634,0,0,41,0,39,0,0,0,0,0,0,0,0,0,0,0,13.6553646075244
2635,0,0,42,0,34,0,0,0,0,0,0,0,0,0,0,0,13.2837900603809
2636,0,0,43,0,38,0,0,0,0,0,0,0,0,0,0,0,11.921350054188
2637,0,0,42,0,40,0,0,0,0,0,0,0,0,0,0,0,12.7264282396656
2638,0,0,44,0,40,0,0,0,0,0,0,0,0,0,0,0,12.7264282396656
2639,0,0,46,0,38,0,0,0,0,0,0,0,0,0,0,0,12.3858182381174
2640,0,0,48,0,42,0,0,0,0,0,0,0,0,0,0,0,12.7879613574436
2641,0,0,39,0,42,0,0,0,0,0,0,0,0,0,0,0,12.1996532078276
2642,0,0,46,0,36,0,0,0,0,0,0,0,0,0,0,0,12.6954636940703
2643,0,0,45,0,40,0,0,0,0,0,0,0,0,0,0,0,12.5716055116891
2644,0,0,45,0,42,0,0,0,0,0,0,0,0,0,0,0,12.2000309645456
2645,0,0,44,0,42,0,0,0,0,0,0,0,0,0,0,0,13.0360736956185
2646,0,0,44,0,37,0,0,0,0,0,0,0,0,0,0,0,12.8189249442655
2647,0,0,43,0,39,0,0,0,0,0,0,0,0,0,0,0,12.7883573308562
2648,0,0,45,0,37,0,0,0,0,0,0,0,0,0,0,0,13.0360736956185
2649,0,0,43,0,40,0,0,0,0,0,0,0,0,0,0,0,12.2619600557362
2650,0,0,46,0,36,0,0,0,0,0,0,0,0,0,0,0,13.1599318779997
2651,0,0,48,0,40,0,0,0,0,0,0,0,0,0,0,0,13.5315064251432
2652,0,0,46,0,40,0,0,0,0,0,0,0,0,0,0,0,11.8903855085927
2653,0,0,42,0,37,0,0,0,0,0,0,0,0,0,0,0,12.8189249442655
2654,0,0,42,0,41,0,0,0,0,0,0,0,0,0,0,0,13.0666336388407
2655,0,0,46,0,37,0,0,0,0,0,0,0,0,0,0,0,13.4381966807035
2656,0,0,44,0,36,0,0,0,0,0,0,0,0,0,0,0,12.9122155132373
2657,0,0,42,0,40,0,0,0,0,0,0,0,0,0,0,0,12.881250967642
2658,0,0,45,0,42,0,0,0,0,0,0,0,0,0,0,0,11.9832791453785
2659,0,0,45,0,39,0,0,0,0,0,0,0,0,0,0,0,13.4386127883573
2660,0,0,43,0,42,0,0,0,0,0,0,0,0,0,0,0,11.6426691438303
2661,0,0,43,0,39,0,0,0,0,0,0,0,0,0,0,0,11.921350054188
2662,0,0,45,0,39,0,0,0,0,0,0,0,0,0,0,0,13.2214515729502
2663,0,0,43,0,40,0,0,0,0,0,0,0,0,0,0,0,15.0487691593126
2664,0,0,41,0,38,0,0,0,0,0,0,0,0,0,0,0,13.9650100634773
2665,0,0,46,0,38,0,0,0,0,0,0,0,0,0,0,0,13.3766836971667
2666,0,0,41,0,38,0,0,0,0,0,0,0,0,0,0,0,13.934045517882
2667,0,0,43,0,40,0,0,0,0,0,0,0,0,0,0,0,12.2000309645456
2668,0,0,44,0,39,0,0,0,0,0,0,0,0,0,0,0,12.7264282396656
2669,0,0,43,0,41,0,0,0,0,0,0,0,0,0,0,0,12.9118157047312
2670,0,0,41,0,41,0,0,0,0,0,0,0,0,0,0,0,13.6863291531197
2671,0,0,46,0,41,0,0,0,0,0,0,0,0,0,0,0,11.5188109614491
2672,0,0,45,0,41,0,0,0,0,0,0,0,0,0,0,0,12.7573927852609
2673,0,0,44,0,37,0,0,0,0,0,0,0,0,0,0,0,12.6954636940703
2674,0,0,42,0,39,0,0,0,0,0,0,0,0,0,0,0,12.5402526628685
2675,0,0,46,0,40,0,0,0,0,0,0,0,0,0,0,0,12.4163983155809
2676,0,0,45,0,38,0,0,0,0,0,0,0,0,0,0,0,11.6732722318553
2677,0,0,42,0,39,0,0,0,0,0,0,0,0,0,0,0,12.3548536925221
2678,0,0,44,0,34,0,0,0,0,0,0,0,0,0,0,0,11.2091655054962
2679,0,0,45,0,39,0,0,0,0,0,0,0,0,0,0,0,12.9122155132373
2680,0,0,44,0,40,0,0,0,0,0,0,0,0,0,0,0,12.2929246013315
2681,0,0,45,0,41,0,0,0,0,0,0,0,0,0,0,0,13.9650100634773
2682,0,0,43,0,42,0,0,0,0,0,0,0,0,0,0,0,12.9431800588326
2683,0,0,44,0,40,0,0,0,0,0,0,0,0,0,0,0,13.0975972256626
2684,0,0,41,0,43,0,0,0,0,0,0,0,0,0,0,0,12.6641070101561
2685,0,0,41,0,41,0,0,0,0,0,0,0,0,0,0,0,11.7042358186772
2686,0,0,41,0,40,0,0,0,0,0,0,0,0,0,0,0,13.5620510279911
2687,0,0,48,0,39,0,0,0,0,0,0,0,0,0,0,0,12.6021798365123
2688,0,0,45,0,44,0,0,0,0,0,0,0,0,0,0,0,12.4167827837126
2689,0,0,48,0,37,0,0,0,0,0,0,0,0,0,0,0,12.7260341837999
2690,0,0,46,0,37,0,0,0,0,0,0,0,0,0,0,0,12.9122155132373
2691,0,0,45,0,40,0,0,0,0,0,0,0,0,0,0,0,14.1193955907852
2692,0,0,42,0,40,0,0,0,0,0,0,0,0,0,0,0,12.5092890760466
2693,0,0,44,0,38,0,0,0,0,0,0,0,0,0,0,0,12.5092890760466
2694,0,0,44,0,35,0,0,0,0,0,0,0,0,0,0,0,13.1285608124845
2695,0,0,47,0,35,0,0,0,0,0,0,0,0,0,0,0,11.4568818702586
2696,0,0,43,0,40,0,0,0,0,0,0,0,0,0,0,0,11.8903855085927
2697,0,0,44,0,41,0,0,0,0,0,0,0,0,0,0,0,13.190896423595
2698,0,0,40,0,42,0,0,0,0,0,0,0,0,0,0,0,13.4695773339526
2699,0,0,40,0,42,0,0,0,0,0,0,0,0,0,0,0,13.4381966807035
2700,0,0,47,0,39,0,0,0,0,0,0,0,0,0,0,0,12.9122155132373
2701,0,0,41,0,38,0,0,0,0,0,0,0,0,0,0,0,12.3235075551152
2702,0,0,44,0,38,0,0,0,0,0,0,0,0,0,0,0,13.3143423334159
2703,0,0,45,0,41,0,0,0,0,0,0,0,0,0,0,0,12.2615803814714
2704,0,0,45,0,38,0,0,0,0,0,0,0,0,0,0,0,12.695070596978
2705,0,0,43,0,42,0,0,0,0,0,0,0,0,0,0,0,14.3361406985385
2706,0,0,46,0,39,0,0,0,0,0,0,0,0,0,0,0,12.5402526628685
2707,0,0,45,0,40,0,0,0,0,0,0,0,0,0,0,0,12.9741446044279
2708,0,0,43,0,40,0,0,0,0,0,0,0,0,0,0,0,13.2837900603809
2709,0,0,45,0,39,0,0,0,0,0,0,0,0,0,0,0,12.5716055116891
2710,0,0,45,0,41,0,0,0,0,0,0,0,0,0,0,0,14.0269391546679
2711,0,0,45,0,36,0,0,0,0,0,0,0,0,0,0,0,11.8284564174021
2712,0,0,43,0,36,0,0,0,0,0,0,0,0,0,0,0,13.5005418795479
2713,0,0,46,0,36,0,0,0,0,0,0,0,0,0,0,0,12.8808521179093
2714,0,0,41,0,41,0,0,0,0,0,0,0,0,0,0,0,12.3544711419371
2715,0,0,46,0,39,0,0,0,0,0,0,0,0,0,0,0,14.9244488481546
2716,0,0,43,0,37,0,0,0,0,0,0,0,0,0,0,0,12.9741446044279
2717,0,0,49,0,36,0,0,0,0,0,0,0,0,0,0,0,13.0051091500232
2718,0,0,43,0,38,0,0,0,0,0,0,0,0,0,0,0,12.138101873355
2719,0,0,47,0,42,0,0,0,0,0,0,0,0,0,0,0,12.6954636940703
2720,0,0,45,0,41,0,0,0,0,0,0,0,0,0,0,0,12.5716055116891
2721,0,0,43,0,39,0,0,0,0,0,0,0,0,0,0,0,12.3858182381174
2722,0,0,48,0,40,0,0,0,0,0,0,0,0,0,0,0,12.07579886054
2723,0,0,45,0,39,0,0,0,0,0,0,0,0,0,0,0,13.3453059202378
2724,0,0,47,0,40,0,0,0,0,0,0,0,0,0,0,0,13.3143423334159
2725,0,0,44,0,41,0,0,0,0,0,0,0,0,0,0,0,13.0666336388407
2726,0,0,40,0,38,0,0,0,0,0,0,0,0,0,0,0,12.2925439682933
2727,0,0,46,0,40,0,0,0,0,0,0,0,0,0,0,0,12.385434728759
2728,0,0,45,0,39,0,0,0,0,0,0,0,0,0,0,0,12.695070596978
2729,0,0,48,0,39,0,0,0,0,0,0,0,0,0,0,0,11.6736336894256
2730,0,0,46,0,40,0,0,0,0,0,0,0,0,0,0,0,13.0980027868091
2731,0,0,45,0,41,0,0,0,0,0,0,0,0,0,0,0,13.9645776566757
2732,0,0,43,0,37,0,0,0,0,0,0,0,0,0,0,0,13.3147546059762
2733,0,0,43,0,36,0,0,0,0,0,0,0,0,0,0,0,12.4477473293079
2734,0,0,43,0,38,0,0,0,0,0,0,0,0,0,0,0,13.7792227899056
2735,0,0,46,0,41,0,0,0,0,0,0,0,0,0,0,0,13.3453059202378
2736,0,0,45,0,38,0,0,0,0,0,0,0,0,0,0,0,11.7042358186772
2737,0,0,44,0,41,0,0,0,0,0,0,0,0,0,0,0,13.0670382412138
2738,0,0,45,0,37,0,0,0,0,0,0,0,0,0,0,0,13.9959746090726
2739,0,0,45,0,40,0,0,0,0,0,0,0,0,0,0,0,13.0670382412138
2740,0,0,42,0,38,0,0,0,0,0,0,0,0,0,0,0,12.7264282396656
2741,0,0,43,0,41,0,0,0,0,0,0,0,0,0,0,0,12.2615803814714
2742,0,0,43,0,38,0,0,0,0,0,0,0,0,0,0,0,12.7260341837999
2743,0,0,43,0,36,0,0,0,0,0,0,0,0,0,0,0,12.1686896210057
2744,0,0,42,0,39,0,0,0,0,0,0,0,0,0,0,0,12.6331434233342
2745,0,0,42,0,38,0,0,0,0,0,0,0,0,0,0,0,13.0666336388407
2746,0,0,45,0,38,0,0,0,0,0,0,0,0,0,0,0,12.6641070101561
2747,0,0,45,0,39,0,0,0,0,0,0,0,0,0,0,0,11.8590537527867
2748,0,0,43,0,40,0,0,0,0,0,0,0,0,0,0,0,13.6863291531197
2749,0,0,44,0,41,0,0,0,0,0,0,0,0,0,0,0,13.0980027868091
2750,0,0,41,0,36,0,0,0,0,0,0,0,0,0,0,0,13.5624709707385
2751,0,0,43,0,42,0,0,0,0,0,0,0,0,0,0,0,13.0980027868091
2752,0,0,47,0,40,0,0,0,0,0,0,0,0,0,0,0,12.9431800588326
2753,0,0,42,0,39,0,0,0,0,0,0,0,0,0,0,0,11.9209809264305
2754,0,0,40,0,39,0,0,0,0,0,0,0,0,0,0,0,12.4163983155809
2755,0,0,41,0,39,0,0,0,0,0,0,0,0,0,0,0,13.7787961357444
2756,0,0,42,0,37,0,0,0,0,0,0,0,0,0,0,0,15.2645756571818
2757,0,0,42,0,40,0,0,0,0,0,0,0,0,0,0,0,11.9206118215314
2758,0,0,45,0,39,0,0,0,0,0,0,0,0,0,0,0,14.1503591776071
2759,0,0,48,0,41,0,0,0,0,0,0,0,0,0,0,0,11.921350054188
2760,0,0,45,0,43,0,0,0,0,0,0,0,0,0,0,0,11.921350054188
2761,0,0,45,0,41,0,0,0,0,0,0,0,0,0,0,0,14.0574684171414
2762,0,0,45,0,38,0,0,0,0,0,0,0,0,0,0,0,14.2127264282397
2763,0,0,40,0,38,0,0,0,0,0,0,0,0,0,0,0,13.934045517882
2764,0,0,45,0,41,0,0,0,0,0,0,0,0,0,0,0,13.8407233093882
2765,0,0,46,0,39,0,0,0,0,0,0,0,0,0,0,0,13.190896423595
2766,0,0,47,0,37,0,0,0,0,0,0,0,0,0,0,0,12.8498885310874
2767,0,0,48,0,39,0,0,0,0,0,0,0,0,0,0,0,12.6954636940703
2768,0,0,45,0,39,0,0,0,0,0,0,0,0,0,0,0,13.0051091500232
2769,0,0,43,0,37,0,0,0,0,0,0,0,0,0,0,0,12.6954636940703
2770,0,0,40,0,38,0,0,0,0,0,0,0,0,0,0,0,13.8411518810961
2771,0,0,46,0,39,0,0,0,0,0,0,0,0,0,0,0,13.0666336388407
2772,0,0,44,0,39,0,0,0,0,0,0,0,0,0,0,0,13.3143423334159
2773,0,0,41,0,36,0,0,0,0,0,0,0,0,0,0,0,13.4381966807035
2774,0,0,41,0,41,0,0,0,0,0,0,0,0,0,0,0,13.190896423595
2775,0,0,41,0,38,0,0,0,0,0,0,0,0,0,0,0,13.3147546059762
2776,0,0,46,0,38,0,0,0,0,0,0,0,0,0,0,0,12.881250967642
2777,0,0,44,0,39,0,0,0,0,0,0,0,0,0,0,0,13.3147546059762
2778,0,0,45,0,39,0,0,0,0,0,0,0,0,0,0,0,13.0980027868091
2779,0,0,43,0,35,0,0,0,0,0,0,0,0,0,0,0,12.4787118749032
2780,0,0,45,0,41,0,0,0,0,0,0,0,0,0,0,0,13.0047064651969
2781,0,0,45,0,41,0,0,0,0,0,0,0,0,0,0,0,13.0975972256626
2782,0,0,45,0,39,0,0,0,0,0,0,0,0,0,0,0,12.3544711419371
2783,0,0,44,0,37,0,0,0,0,0,0,0,0,0,0,0,13.4691602675254
2784,0,0,44,0,41,0,0,0,0,0,0,0,0,0,0,0,12.9114159209834
2785,0,0,46,0,40,0,0,0,0,0,0,0,0,0,0,0,12.5402526628685
2786,0,0,42,0,38,0,0,0,0,0,0,0,0,0,0,0,13.4691602675254
2787,0,0,44,0,40,0,0,0,0,0,0,0,0,0,0,0,13.2214515729502
2788,0,0,44,0,41,0,0,0,0,0,0,0,0,0,0,0,12.5402526628685
2789,0,0,42,0,40,0,0,0,0,0,0,0,0,0,0,0,13.0047064651969
2790,0,0,46,0,39,0,0,0,0,0,0,0,0,0,0,0,13.6863291531197
2791,0,0,44,0,39,0,0,0,0,0,0,0,0,0,0,0,12.9431800588326
2792,0,0,44,0,40,0,0,0,0,0,0,0,0,0,0,0,13.6244000619291
2793,0,0,43,0,36,0,0,0,0,0,0,0,0,0,0,0,11.8284564174021
2794,0,0,46,0,37,0,0,0,0,0,0,0,0,0,0,0,13.5934355163338
2795,0,0,46,0,36,0,0,0,0,0,0,0,0,0,0,0,13.8093321361117
2796,0,0,46,0,43,0,0,0,0,0,0,0,0,0,0,0,12.7569977706217
2797,0,0,47,0,40,0,0,0,0,0,0,0,0,0,0,0,13.0980027868091
2798,0,0,45,0,42,0,0,0,0,0,0,0,0,0,0,0,13.0360736956185
2799,0,0,43,0,40,0,0,0,0,0,0,0,0,0,0,0,13.5934355163338
2800,0,0,46,0,40,0,0,0,0,0,0,0,0,0,0,0,13.2218609691903
2801,0,0,48,0,39,0,0,0,0,0,0,0,0,0,0,0,13.0670382412138
2802,0,0,45,0,41,0,0,0,0,0,0,0,0,0,0,0,13.5624709707385
2803,0,0,42,0,39,0,0,0,0,0,0,0,0,0,0,0,13.8721164266914
2804,0,0,44,0,41,0,0,0,0,0,0,0,0,0,0,0,12.8502864220468
2805,0,0,46,0,39,0,0,0,0,0,0,0,0,0,0,0,14.6152655209785
2806,0,0,42,0,40,0,0,0,0,0,0,0,0,0,0,0,13.0051091500232
2807,0,0,47,0,36,0,0,0,0,0,0,0,0,0,0,0,13.0670382412138
2808,0,0,46,0,34,0,0,0,0,0,0,0,0,0,0,0,12.7883573308562
2809,0,0,43,0,41,0,0,0,0,0,0,0,0,0,0,0,13.3143423334159
2810,0,0,43,0,39,0,0,0,0,0,0,0,0,0,0,0,14.4290314590042
2811,0,0,43,0,40,0,0,0,0,0,0,0,0,0,0,0,13.5005418795479
2812,0,0,43,0,40,0,0,0,0,0,0,0,0,0,0,0,11.8284564174021
2813,0,0,42,0,39,0,0,0,0,0,0,0,0,0,0,0,14.243690973835
2814,0,0,45,0,40,0,0,0,0,0,0,0,0,0,0,0,13.3457191515715
2815,0,0,46,0,40,0,0,0,0,0,0,0,0,0,0,0,12.5716055116891
2816,0,0,40,0,41,0,0,0,0,0,0,0,0,0,0,0,12.9741446044279
2817,0,0,44,0,37,0,0,0,0,0,0,0,0,0,0,0,13.0356700520188
2818,0,0,44,0,41,0,0,0,0,0,0,0,0,0,0,0,13.0360736956185
2819,0,0,42,0,41,0,0,0,0,0,0,0,0,0,0,0,13.1289673324044
2820,0,0,48,0,38,0,0,0,0,0,0,0,0,0,0,0,14.0269391546679
2821,0,0,42,0,38,0,0,0,0,0,0,0,0,0,0,0,12.138101873355
2822,0,0,45,0,39,0,0,0,0,0,0,0,0,0,0,0,13.4386127883573
2823,0,0,44,0,35,0,0,0,0,0,0,0,0,0,0,0,14.2127264282397
2824,0,0,44,0,41,0,0,0,0,0,0,0,0,0,0,0,12.9431800588326
2825,0,0,46,0,38,0,0,0,0,0,0,0,0,0,0,0,12.3548536925221
2826,0,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,13.3766836971667
2827,0,0,45,0,39,0,0,0,0,0,0,0,0,0,0,0,13.4695773339526
2828,0,0,45,0,42,0,0,0,0,0,0,0,0,0,0,0,13.4386127883573
2829,0,0,45,0,39,0,0,0,0,0,0,0,0,0,0,0,14.4914073385973
2830,0,0,47,0,39,0,0,0,0,0,0,0,0,0,0,0,13.2214515729502
2831,0,0,45,0,43,0,0,0,0,0,0,0,0,0,0,0,14.3365846106208
2832,0,0,43,0,38,0,0,0,0,0,0,0,0,0,0,0,13.0047064651969
2833,0,0,43,0,41,0,0,0,0,0,0,0,0,0,0,0,13.5001238543473
2834,0,0,42,0,39,0,0,0,0,0,0,0,0,0,0,0,14.3361406985385
2835,0,0,46,0,37,0,0,0,0,0,0,0,0,0,0,0,14.2127264282397
2836,0,0,46,0,41,0,0,0,0,0,0,0,0,0,0,0,12.881250967642
2837,0,0,45,0,40,0,0,0,0,0,0,0,0,0,0,0,13.8097597225663
2838,0,0,43,0,43,0,0,0,0,0,0,0,0,0,0,0,13.5310874411692
2839,0,0,44,0,41,0,0,0,0,0,0,0,0,0,0,0,12.7573927852609
2840,0,0,46,0,40,0,0,0,0,0,0,0,0,0,0,0,13.3457191515715
2841,0,0,44,0,39,0,0,0,0,0,0,0,0,0,0,0,14.0884320039633
2842,0,0,48,0,39,0,0,0,0,0,0,0,0,0,0,0,14.4599950458261
2843,0,0,44,0,39,0,0,0,0,0,0,0,0,0,0,0,12.8494906647676
2844,0,0,43,0,42,0,0,0,0,0,0,0,0,0,0,0,12.9427792915531
2845,0,0,45,0,40,0,0,0,0,0,0,0,0,0,0,0,13.190896423595
2846,0,0,42,0,38,0,0,0,0,0,0,0,0,0,0,0,14.0888682458585
2847,0,0,44,0,40,0,0,0,0,0,0,0,0,0,0,0,14.0269391546679
2848,0,0,46,0,40,0,0,0,0,0,0,0,0,0,0,0,13.3457191515715
2849,0,0,44,0,38,0,0,0,0,0,0,0,0,0,0,0,14.8629818857408
2850,0,0,44,0,38,0,0,0,0,0,0,0,0,0,0,0,13.9030809722867
2851,0,0,46,0,38,0,0,0,0,0,0,0,0,0,0,0,12.4783254892247
2852,0,0,45,0,38,0,0,0,0,0,0,0,0,0,0,0,13.9645776566757
2853,0,0,43,0,36,0,0,0,0,0,0,0,0,0,0,0,12.7879613574436
2854,0,0,43,0,37,0,0,0,0,0,0,0,0,0,0,0,13.8407233093882
2855,0,0,43,0,41,0,0,0,0,0,0,0,0,0,0,0,12.2615803814714
2856,0,0,45,0,40,0,0,0,0,0,0,0,0,0,0,0,13.8716868962101
2857,0,0,43,0,39,0,0,0,0,0,0,0,0,0,0,0,13.902650483032
2858,0,0,43,0,38,0,0,0,0,0,0,0,0,0,0,0,13.4695773339526
2859,0,0,44,0,36,0,0,0,0,0,0,0,0,0,0,0,13.1289673324044
2860,0,0,44,0,38,0,0,0,0,0,0,0,0,0,0,0,14.7081591577644
2861,0,0,42,0,42,0,0,0,0,0,0,0,0,0,0,0,11.921350054188
2862,0,0,44,0,38,0,0,0,0,0,0,0,0,0,0,0,13.1599318779997
2863,0,0,46,0,36,0,0,0,0,0,0,0,0,0,0,0,13.8411518810961
2864,0,0,44,0,37,0,0,0,0,0,0,0,0,0,0,0,13.5620510279911
2865,0,0,46,0,41,0,0,0,0,0,0,0,0,0,0,0,13.2214515729502
2866,0,0,41,0,38,0,0,0,0,0,0,0,0,0,0,0,13.9336140698539
2867,0,0,45,0,41,0,0,0,0,0,0,0,0,0,0,0,13.1595243993064
2868,0,0,42,0,43,0,0,0,0,0,0,0,0,0,0,0,12.5712162496904
2869,0,0,44,0,40,0,0,0,0,0,0,0,0,0,0,0,13.5934355163338
2870,0,0,43,0,40,0,0,0,0,0,0,0,0,0,0,0,13.0360736956185
2871,0,0,44,0,40,0,0,0,0,0,0,0,0,0,0,0,13.4695773339526
2872,0,0,46,0,35,0,0,0,0,0,0,0,0,0,0,0,13.3457191515715
2873,0,0,46,0,41,0,0,0,0,0,0,0,0,0,0,0,12.6954636940703
2874,0,0,42,0,41,0,0,0,0,0,0,0,0,0,0,0,13.2837900603809
2875,0,0,42,0,41,0,0,0,0,0,0,0,0,0,0,0,13.4072330938816
